,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera,k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella,k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Sharpea,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified,k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales|f__Fibrobacteraceae|g__Fibrobacter,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Butyricicoccus,k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified|g__Candidatus_Gastranaerophilales_unclassified,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Hungatella,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Stomatobaculum,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Cupriavidus,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia,k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified|f__Proteobacteria_unclassified|g__Proteobacteria_unclassified,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Tyzzerella,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Sellimonas,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Catabacteriaceae|g__Catabacter,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Absiella,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Leclercia,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Intestinibacter,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Asaccharobacter
C1,0.6965661,0.142653,0.0468318,0.0277879,0.0211317,0.0208495,0.0142521,0.0052106,0.0049106,0.004872,0.0041196,0.0031552,0.002903,0.0017639,0.0009854,0.0008618,0.0006853,0.0001711,9.7e-05,4.97e-05,4.6e-05,4.46e-05,4.05e-05,1.16e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2,0.773434622656538,0.0363856963614304,0.00170819982918002,0,0.0384741961525804,0.113462988653701,0.00192379980762002,0.00247009975299002,0.00243149975685002,0.00702459929754007,0.000213999978600002,0.000305499969450003,0.00181289981871002,0,0.00939729906027009,0.00593879940612006,0.000173099982690002,0,0,0,0,0,0,0,0.00419769958023004,0.000300899969910003,0.000194699980530002,0.000149399985060002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3,0.214945821494582,0.0836276083627608,0.327757632775763,0,0,0.0179302017930202,0,0,0.00198070019807002,0,0,0.00340940034094003,0,0,0,0.325146832514683,0,0,0,0,0,0,0,0,0,0,0,0,0.0252018025201803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4,0.703302059339588,0.101043379791324,0,0,0.0513330897333821,0.0674987865002427,0.00164799967040007,0.0136584972683005,0,0.0274824945035011,0,0.000550199889960022,0.0175124964975007,0.000383299923340015,0,0.000459999908000018,0.000896599820680036,0.000226699954660009,0,0,0,0.00321829935634013,0.000609999878000024,0,0,0,0,0,0,0.0101667979666404,9.29999814000037e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5,0.856037885603789,0.00156230015623002,0,0,0,0.105553910555391,0,0.00148250014825001,0.000484800048480005,0.00327760032776003,0,0,0.0179147017914702,0,0,9.44000094400009e-05,0,0.00165910016591002,0,0.000347000034700003,0,0,0,0,0,0,0,0,0,0.0111042011104201,0,0.000389300038930004,9.23000092300009e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C6,0.7461197,0.206865,0,0,0.0053784,0.0091916,0.0037181,0.0014776,0,0.0035036,0,0.0008458,0.0003756,0,0.0017824,0,0.000843,0,0,0,0,0.0097044,1.44e-05,0,0.0009658,0,0,0,0,0.0083924,0,0,0,0.0005517,0.0002705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1,3.84000038400004e-05,0.0128322012832201,0.000146700014670001,0,0,0.00315190031519003,0.00166860016686002,0,7.90000079000008e-06,0.00465490046549005,0.00841040084104008,0.0170931017093102,0.00387470038747004,0,0.0293677029367703,0.00311700031170003,0.0650810065081007,0.00426750042675004,0.00186150018615002,0,0,0.0644292064429206,0,0,0.0509917050991705,0,0,0.000165900016590002,0.0772446077244608,0,0,0,0,0,0,0.485530048553005,0.0785790078579008,0.0253576025357603,0.0196931019693102,0.00853950085395009,0.00674410067441007,0.00625920062592006,0.00517410051741005,0.00380240038024004,0.00277880027788003,0.00181390018139002,0.00118840011884001,0.000758200075820008,0.000750200075020008,0.000645200064520006,0.000619900061990006,0.000584500058450006,0.000541000054100005,0.000443300044330004,0.000409900040990004,0.000253800025380003,0.000158700015870002,0.000155500015550002,0.000155400015540002,0.000124800012480001,0.000102700010270001,9.5600009560001e-05,9.47000094700009e-05,7.33000073300007e-05,4.18000041800004e-05,3.92000039200004e-05,3.46000034600003e-05,3.42000034200003e-05,1.84000018400002e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2,0,0,0,0,0,0.00160769983923002,0.00110509988949001,0,0,0.000195699980430002,0.00202949979705002,0.0138151986184801,2.19999978000002e-05,0,5.14999948500005e-05,2.77999972200003e-05,0.00415169958483004,0.000331199966880003,0.000711299928870007,0,0,0.00861969913803009,0,0,0.00517039948296005,0,0,0.00660639933936007,0.779613822038618,0,0,0,0,0,0,6.39999936000007e-05,0.00753289924671008,0.113980988601901,0.000935099906490009,0,0.000505199949480005,0.00100419989958001,0,0,0,0.0117333988266601,0,0,0,0.000348399965160004,0.000766899923310008,0,0,6.54999934500007e-05,0,0.000165699983430002,0,0,0.000358099964190004,0.0203765979623402,0,0,0,0,0,0,0,0.000279899972010003,0,0.00677499932250007,0.00577959942204006,0.00209339979066002,0.000847199915280009,0.000707299929270007,0.000506199949380005,0.000364699963530004,0.000350999964900004,0.000134399986560001,5.53999944600006e-05,5.16999948300005e-05,4.70999952900005e-05,4.22999957700004e-05,2.87999971200003e-05,2.78999972100003e-05,1.20999987900001e-05,0,0,0,0,0,0,0,0,0,0,0
H3,0,0,0,0,0,0.000395300079060016,0.0130178026035605,0,0.0024478004895601,0,0.0283454056690811,0.0450728090145618,0.000916800183360037,0,0.0025077005015401,0.000419700083940017,0.0107610021522004,0,0.0105233021046604,0,1.26000025200005e-05,0.025590005118001,0,0,0.00166940033388007,0.0435779087155817,0.00103310020662004,0.00150800030160006,0.567065013413003,0,0,0,0,0.000842500168500034,0,0,0.0653715130743026,0.0105199021039804,0.0124576024915205,0,0,0.00074260014852003,0.0688240137648027,0,0,0.0236920047384009,0,0,0,0.000872600174520035,0.00904640180928036,0,0,0,0,0,0,0,2.28000045600009e-05,0.00026340005268001,0,0,0,0,0,0,9.36000187200037e-05,0.00136060027212005,0,0.00635860127172025,0.0348206069641214,0.000887800177560035,0,0.000158300031660006,0,0.00176420035284007,4.33000086600017e-05,2.4000004800001e-05,0.00341360068272014,0,0,7.4000014800003e-06,0,0,0.00108690021738004,0.00213470042694009,0.000140500028100006,0.000103900020780004,8.30000166000033e-05,0,0,0,0,0,0,0
H4,2.33000023300002e-05,0.0188928018892802,0,0,0,0.000876300087630009,0.00389680038968004,0,0.000783000078300008,0.00357910035791004,0.0142974014297401,0.0439286043928604,9.6400009640001e-05,0,0.000204200020420002,0,0.0369222036922204,0.00108040010804001,0.000843900084390009,0,0.0109019010901901,0.147579314757931,0,0,0.000791100079110008,0.0157053015705302,0.0223436022343602,3.36000033600003e-05,0.386133138613314,0,0.00442210044221004,0,0,0.00231900023190002,0,0.0565024056502406,0.0576307057630706,0.00811260081126008,0.00476180047618005,0.00257590025759003,0,0,0.0764489076448908,0.00755060075506008,0,0.0240197024019702,0,0,0,0,4.65000046500005e-05,0.000219100021910002,0,0,0,0,0,0,0,9.04000090400009e-05,0,0,0,0,0,0,0,0,0,0,0.00527330052733005,0,0,0,0,0.000279600027960003,0,0,0,0,0,0.000144900014490001,0,0,0,0.00120990012099001,0,0,0,0.0191997019199702,0.0099337009933701,0.00642900064290006,0.00174010017401002,0.00113940011394001,0.000627400062740006,0.000410900041090004
T1,0.295886970411303,0.422983957701604,0,0,0.00544839945516005,0.211834178816582,0.0131886986811301,0,0,0,0,0.000129299987070001,0.000810099918990008,0,9.8099990190001e-05,0.0216624978337502,0,0.00213489978651002,0,0,0,0,0.000764599923540008,0,0.00098669990133001,0,0,0,2.99999970000003e-05,0.0217292978270702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000165899983410002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000285399971460003,0,0,0,0,0,0,0,0,0,0,0,0.00186099981390002,0,0,0,0,0,0,0,0,0,0,0,0
T2,0.155392631078526,0.76271175254235,0,0,0.00318970063794013,0.0306817061363412,0.00384620076924015,0.00388860077772016,0.000281100056220011,0,0,0.00796690159338032,0.00330110066022013,0,0,0.00201220040244008,0.00102710020542004,0.00155480031096006,0,0,0,0.0190633038126608,0,0,0.000805400161080032,0.00311090062218012,0,0,0.000713600142720029,0.000272000054400011,0,0,0,0,0.000122200024440005,5.88000117600024e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3,0.6894401,0.1756055,0,0,0.0028985,0.0829098,0.0037744,0.0017947,0,0.0061625,0,0.0013404,0.0017624,0,0,0.0008053,0.0006819,2.45e-05,0,0,0,0.0255101,0,0,0,0.0061771,0,0,0,0.0011128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4,0.651347034865296,0.236449176355082,0,0.0158500984149902,0.0172461982753802,0.0481778951822105,0.00940779905922009,0.00272759972724003,0,0.00126899987310001,0,0.000511299948870005,2.60999973900003e-05,0,0.00107399989260001,0.00923069907693009,0.000500399949960005,0,0,0,0,0.00252349974765003,0.000133799986620001,0,0.00213799978620002,0.000426999957300004,0,0,0.000187899981210002,0.000691099930890007,0,0,0,0,8.13999918600008e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T5,0.530953693809261,0.357030028593994,0,0,0.0348974930205014,0.0287250942549812,0.0111983977603204,0.00376159924768015,0.000291899941620012,0.000433399913320017,0,0.0024559995088001,0.000391899921620016,0,0.000409199918160016,0.0204251959149608,0,0,0,0,0,0.000364099927180015,0,0,0.000567399886520023,0,0,0,0,0.00792999841400032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000164599967080007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T6,0.437988843798884,0.304720630472063,0,0,0.0936891093689109,0.0180515018051502,0.00527940052794005,2.76000027600003e-05,0.00114450011445001,0,0,0,0,0,0,0.00792280079228008,0,0,0,0,0,0,0.000363700036370004,0,0,0,0,0,0,0.128460812846081,0,0,0,0,0.00228200022820002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91000069100007e-05,0,0,0
